Record creation date,Maker,Model,Model year,Begin date of manufacturing,End date of manufacturing,Potential number of units affected,Defect summary,Consequence summary,Corrective summary
20150128,FORD,TAURUS,2011,20091201,20100731,194889,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,FORD,TAURUS,2012,20091201,20100731,194889,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,FORD,TAURUS,2010,20091201,20100731,194889,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,TOYOTA,AVALON,2004,20020605,20041220,1006849,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,TOYOTA,AVALON,2003,20020605,20041220,1006849,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,HONDA,ODYSSEY,2003,20020213,20040813,374177,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2003-2004 Toyota Corolla vehicles manufactured December 28, 2001, to May 2, 2004, 2003-2004 Toyota Corolla Matrix vehicles manufactured January 6, 2002, to April 29, 2004, 2003-2004 Avalon vehicles manufactured June 5, 2002, to December 20, 2004, and 2003-2004 Pontiac Vibe vehicles manufactured January 18, 2002, to April 27, 2004.  Due to electrical noise, a component in the air bag control module may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags or the seat belt pretensioners increases the risk of an injury or crash.,"Toyota will notify their owners.  Pontiac Vibe owners will be notified by GM.  Dealers will replace the air bag control module, free of charge.  These parts are not currently available, however, an interim repair is available, free of charge, that reduces the risk of an inadvertent deployment.  This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 13V-029 and 14V-147.  All owners that have not had a recall repair performed under safety recalls 13V-029 or 14V-147 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECU parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Toyota owners may contact Toyota customer service at 1-800-331-4331.  Pontiac owners may call 1-800-620-7668.  Note: This recall supersedes recalls 13V-029 and 14V-147.  Vehicles that had a noise filter installed as the remedy for one of those campaigns need to have the air bag control module replaced under this campaign."
20150128,HONDA,ODYSSEY,2004,20020213,20040813,374177,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,DODGE,VIPER,2003,20011101,20040630,753176,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,DODGE,VIPER,2004,20011101,20040630,753176,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,TOYOTA,COROLLA,2004,20011228,20040502,1006849,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,TOYOTA,COROLLA,2003,20011228,20040502,1006849,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,TOYOTA,COROLLA MATRIX,2004,20020106,20040429,1006849,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,TOYOTA,COROLLA MATRIX,2003,20020106,20040429,1006849,"Chrysler (FCA US LLC) is recalling certain model year 2002-2003 Jeep Liberty vehicles manufactured January 9, 2001, to March 28, 2003, 2002-2004 Jeep Grand Cherokee vehicles manufactured February 13, 2001, to May 23 2003, and 2003-2004 Dodge Viper vehicles manufactured November 1, 2001, to June 30, 2004.  Due to electrical noise beyond the tolerance of the air bag electronic control module (ECM), a component in the ECM may fail, causing the front air bags, side air bags, and/or seatbelt pretensioners to deploy inadvertently while the vehicle is being operated.",Inadvertent deployment of the air bags may increase the risk of injury and the possibility of a vehicle crash.,"Chrysler dealers will replace the air bag control module and front and/or side impact sensors as required, free of charge. These parts are not currently available, however, an interim repair is available free of charge that reduces the risk of an inadvertent deployment. This recall remedy was applied during earlier recall campaigns of these vehicles under safety recalls 12V527 and 13V040.  All owners that have not had the recall repair performed under safety recalls 12V527 or 13V040 are strongly encouraged to have it performed and not wait for the final remedy to be deployed to the field. The replacement ECM parts needed for the final remedy are not expected to be available until the latter part of 2015.  Owners will be mailed an interim notification in late March 2015 and will be mailed a follow up notification when new air bag control modules are available.  Owners may contact Chrysler customer service at 1-800-853-1403.  Chrysler's number for this recall is R06."
20150128,PONTIAC,VIBE,2004,20020118,20040427,1006849,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2013-2014 Land Rover Range Rover vehicles manufactured August 16, 2012, to January 8, 2014, and 2014 Land Rover Range Rover Sport vehicles manufactured May 7, 2013, to January 8, 2014.  In the affected vehicles, the brake vacuum hose may have been incorrectly routed allowing a hole to be worn ito it.","If a hole is worn into the brake vacuum hose, a complete loss of braking assistance could occur, lengthening the distance required to stop the vehicle and increasing the risk of a crash.","Land Rover will notify owners, and dealers will inspect the brake vacuum hose and correctly route it, as necessary, free of charge.  Any brake vacuum hose that is damaged will be replaced, free of charge. The recall is expected to begin March 13, 2015. Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P052."
20150128,PONTIAC,VIBE,2003,20020118,20040427,1006849,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2013-2014 Land Rover Range Rover vehicles manufactured August 16, 2012, to January 8, 2014, and 2014 Land Rover Range Rover Sport vehicles manufactured May 7, 2013, to January 8, 2014.  In the affected vehicles, the brake vacuum hose may have been incorrectly routed allowing a hole to be worn ito it.","If a hole is worn into the brake vacuum hose, a complete loss of braking assistance could occur, lengthening the distance required to stop the vehicle and increasing the risk of a crash.","Land Rover will notify owners, and dealers will inspect the brake vacuum hose and correctly route it, as necessary, free of charge.  Any brake vacuum hose that is damaged will be replaced, free of charge. The recall is expected to begin March 13, 2015. Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P052."
20150128,ACURA,MDX,2003,20020221,20030923,374177,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2013-2014 Land Rover Range Rover vehicles manufactured August 16, 2012, to January 8, 2014, and 2014 Land Rover Range Rover Sport vehicles manufactured May 7, 2013, to January 8, 2014.  In the affected vehicles, the brake vacuum hose may have been incorrectly routed allowing a hole to be worn ito it.","If a hole is worn into the brake vacuum hose, a complete loss of braking assistance could occur, lengthening the distance required to stop the vehicle and increasing the risk of a crash.","Land Rover will notify owners, and dealers will inspect the brake vacuum hose and correctly route it, as necessary, free of charge.  Any brake vacuum hose that is damaged will be replaced, free of charge. The recall is expected to begin March 13, 2015. Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P052."
20150128,JEEP,GRAND CHEROKEE,2004,20010213,20030523,753176,"DS Corp, doing business as Crossroads RV, is recalling certain model year 2015 Crossroads Z1 trailers manufactured June 26, 2014, to January 14, 2015.  The affected toyhauler trailers have front loading ramps that state a maximum load capacity of 700 pounds when the actual maximum load capacity is 500 pounds. ","If the ramps are overloaded, the ramps may fail, increasing the risk of personal injury.","Crossroads RV will notify owners, and supply with them with corrected load capacity labels to place over the existing labels, free of charge.  The recall began February 3, 2015. Owners may contact Crossroads RV at 1-855-886-7496. Crossroads RV's number for this recall is 35."
20150128,JEEP,GRAND CHEROKEE,2003,20010213,20030523,753176,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150128,JEEP,GRAND CHEROKEE,2002,20010213,20030523,753176,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150128,JEEP,LIBERTY,2003,20010109,20030328,753176,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150128,JEEP,LIBERTY,2002,20010109,20030328,753176,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150130,HEARTLAND,BIG HORN,2015,20140903,20150114,131,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150130,HEARTLAND,BIG COUNTRY,2015,20140923,20150112,131,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150130,HEARTLAND,LANDMARK 365,2015,20141224,20141224,131,"Jaguar Land Rover North America, LLC (Land Rover) is recalling certain model year 2006-2012 Land Rover Range Rover vehicles manufactured April 15, 2005, to September 4, 2012.  One or both of the flexible front brake hoses may rupture causing loss of brake fluid.","If one or both of the flexible brake hoses fails, the vehicle may require a longer distance to stop, increasing the risk of a crash.","Land Rover will notify owners, and dealers will replace the left and right front brake hoses, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Land Rover customer service at 1-800-637-6837.  Land Rover's number for this recall is P054."
20150130,GRECH,G40M2,2015,20130826,20141210,118,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain model year 2012-2015 Jaguar XK vehicles manufactured March 4, 2011, to March 20, 2014.  In the affected vehicles, the front side lamps (parking lamps) may turn off after approximately 5 minutes.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, ""Lamps, Reflective Devices, and Associated Equipment.""","If the parking lamps turn off, the vehicle will have reduced conspicuity, increasing the risk of a crash.","Jaguar will notify owners, and dealers will update software that controls the front side lamps, free of charge.  The recall is expected to begin March 13, 2015. Owners may contact Jaguar customer service at 1-800-452-4827. Jaguar's number for this recall is J049."
20150130,GRECH,G40M2,2014,20130826,20141210,118,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain model year 2012-2015 Jaguar XK vehicles manufactured March 4, 2011, to March 20, 2014.  In the affected vehicles, the front side lamps (parking lamps) may turn off after approximately 5 minutes.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, ""Lamps, Reflective Devices, and Associated Equipment.""","If the parking lamps turn off, the vehicle will have reduced conspicuity, increasing the risk of a crash.","Jaguar will notify owners, and dealers will update software that controls the front side lamps, free of charge.  The recall is expected to begin March 13, 2015. Owners may contact Jaguar customer service at 1-800-452-4827. Jaguar's number for this recall is J049."
20150130,FORD,TRANSIT CONNECT,2014,20131106,20140920,16091,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain model year 2012-2015 Jaguar XK vehicles manufactured March 4, 2011, to March 20, 2014.  In the affected vehicles, the front side lamps (parking lamps) may turn off after approximately 5 minutes.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, ""Lamps, Reflective Devices, and Associated Equipment.""","If the parking lamps turn off, the vehicle will have reduced conspicuity, increasing the risk of a crash.","Jaguar will notify owners, and dealers will update software that controls the front side lamps, free of charge.  The recall is expected to begin March 13, 2015. Owners may contact Jaguar customer service at 1-800-452-4827. Jaguar's number for this recall is J049."
20150130,KENWORTH,T880,2015,20140721,20140916,106,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain model year 2012-2015 Jaguar XK vehicles manufactured March 4, 2011, to March 20, 2014.  In the affected vehicles, the front side lamps (parking lamps) may turn off after approximately 5 minutes.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 108, ""Lamps, Reflective Devices, and Associated Equipment.""","If the parking lamps turn off, the vehicle will have reduced conspicuity, increasing the risk of a crash.","Jaguar will notify owners, and dealers will update software that controls the front side lamps, free of charge.  The recall is expected to begin March 13, 2015. Owners may contact Jaguar customer service at 1-800-452-4827. Jaguar's number for this recall is J049."
20150130,PETERBILT,220,2015,20140721,20140916,106,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain model year 2015 Jaguar XJ vehicles manufactured July 2, 2014, to December 4, 2014.  The affected vehicles may have an incorrect description of the operation of Occupant Sensor System (OSS) in the owner's manual.  Since the manual does not correspond with the actual Air Bag Status Indicator Lamp, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 208, ""Occupant Crash Protection.""","If the occupant does not correctly understand how air bag functions, they may be at an increased risk of personal injury in the event of a crash.","Jaguar will notify owners, and supply a supplement to add to the owner's handbook, free of charge. The recall is expected to begin March 13, 2015.  Owners may contact Jaguar customer service at 1-800-452-4827.  Jaguar's number for this recall is J050."
